theory_id,paper_url,paper_name,paper_year
1,https://pubmed.ncbi.nlm.nih.gov/39594034/,Alleviating D-Galactose-Induced Aging in Mice by Modulating Gut-Liver Axis Using ,2024
1,https://pubmed.ncbi.nlm.nih.gov/37464908/,Nonclinical evaluation of a Vitis vinifera extract towards a novel antiaging cosmetic ingredient.,2023
8,https://pubmed.ncbi.nlm.nih.gov/37100857/,Metabolomics analysis of dietary restriction results in a longer lifespan due to alters of amino acid levels in larval hemolymph of Bombyx mori.,2023
4,https://pubmed.ncbi.nlm.nih.gov/36644152/,Premature aging in childhood cancer survivors.,2023
4,https://pubmed.ncbi.nlm.nih.gov/36442232/,Anti-inflammation and anti-aging mechanisms of mercaptopurine in vivo and in vitro.,2023
4,https://pubmed.ncbi.nlm.nih.gov/35968783/,Upregulated PD-1 signaling antagonizes glomerular health in aged kidneys and disease.,2022
4,https://pubmed.ncbi.nlm.nih.gov/32967298/,Effects of ,2020
4,https://pubmed.ncbi.nlm.nih.gov/32010194/,Biology of Tendon Stem Cells and Tendon in Aging.,2019
3,https://pubmed.ncbi.nlm.nih.gov/36732870/,Lysophospholipids and branched chain amino acids are associated with aging: a metabolomics-based study of Chinese adults.,2023
10,https://pubmed.ncbi.nlm.nih.gov/20157779/,"Genetic, epigenetic and posttranslational mechanisms of aging.",2010
5,https://pubmed.ncbi.nlm.nih.gov/19589949/,Ovarian aging: mechanisms and clinical consequences.,2009
1,https://pubmed.ncbi.nlm.nih.gov/38805248/,Peripheral vascular dysfunction and the aging brain.,2024
1,https://pubmed.ncbi.nlm.nih.gov/34577934/,Aging Mechanisms and Non-Destructive Aging Indicators of XLPE/CSPE Unshielded LV Nuclear Power Cables Subjected to Simultaneous Radiation-Mechanical Aging.,2021
7,https://pubmed.ncbi.nlm.nih.gov/32514562/,Impact of endoplasmic reticulum stress on oocyte aging mechanisms.,2020
6,https://pubmed.ncbi.nlm.nih.gov/31346213/,Lower levels of α-Klotho in serum are associated with decreased lung function in individuals with interstitial lung abnormalities.,2019
1,https://pubmed.ncbi.nlm.nih.gov/22238491/,Insights into the monomers and single drugs of Chinese herbal medicine on myocardial preservation.,2011
1,https://pubmed.ncbi.nlm.nih.gov/17465698/,Intracerebroventricular injection of oxidant and antioxidant molecules affects long-term potentiation in urethane anaesthetized rats.,2008
1,https://pubmed.ncbi.nlm.nih.gov/17424908/,Molecular mechanisms of calorie restriction's protection against age-related sclerosis.,2006
4,https://pubmed.ncbi.nlm.nih.gov/40606512/,Adipose Factor ANGPTL4: Its Role in Aging Mechanisms and Associated Diseases.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40522907/,Study on the aging performance of SBS modified asphalt in humid and hot environment.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40254624/,Weathering aging resistance in seasonal frozen regions: A comparative study of SBS- and SBR-modified asphalt binders through rheological and morphological characterization.,2025
6,https://pubmed.ncbi.nlm.nih.gov/37997735/,Plasma Inflammatory Biomarkers and Anorexia of Ageing among Community-Dwelling Older Adults: An Exploratory Analysis of the MAPT Study.,2023
3,https://pubmed.ncbi.nlm.nih.gov/37091543/,Cognitive heterogeneity reveals molecular signatures of age-related impairment.,2023
4,https://pubmed.ncbi.nlm.nih.gov/33466585/,Severe COVID-19 Lung Infection in Older People and Periodontitis.,2021
1,https://pubmed.ncbi.nlm.nih.gov/25455109/,Understanding the fate and biological effects of Ag- and TiO₂-nanoparticles in the environment: The quest for advanced analytics and interdisciplinary concepts.,2015
1,https://pubmed.ncbi.nlm.nih.gov/40498168/,GLP-1RA and the possible skin aging.,2025
3,https://pubmed.ncbi.nlm.nih.gov/35491023/,Focus on Molecular Functions of Anti-Aging Deacetylase SIRT3.,2022
1,https://pubmed.ncbi.nlm.nih.gov/34079817/,Alternative Animal Models of Aging Research.,2021
10,https://pubmed.ncbi.nlm.nih.gov/31746071/,Accelerated hippocampal biological aging in bipolar disorder.,2020
2,https://pubmed.ncbi.nlm.nih.gov/26212055/,Aging and Systemic Lupus Erythematosus - Immunosenescence and Beyond.,2015
1,https://pubmed.ncbi.nlm.nih.gov/16603604/,Cyclin D1 degradation enhances endothelial cell survival upon oxidative stress.,2006
5,https://pubmed.ncbi.nlm.nih.gov/41071355/,Therapeutic extracellular vesicles as a cornerstone of medicine in the next decade with gerontological focus.,2025
9,https://pubmed.ncbi.nlm.nih.gov/25434169/,[Search problems of human radiation protection in the world of genetics of aging].,2013
1,https://pubmed.ncbi.nlm.nih.gov/21649718/,"Melatonin, and to a lesser extent growth hormone, restores colonic smooth muscle physiology in old rats.",2011
4,https://pubmed.ncbi.nlm.nih.gov/19475566/,Stepwise up-regulation of microRNA expression levels from replicating to reversible and irreversible growth arrest states in WI-38 human fibroblasts.,2009
4,https://pubmed.ncbi.nlm.nih.gov/40762371/,TSP50 in Neural Stem Cells Regulates Aging-Related Cognitive Decline and Neuroinflammation by Altering the Gut Microbiota.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40409448/,Modulating oxidative capacity to simultaneously enhance microplastics aging and reduce adsorption performance: A novel approach to environmental remediation.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40264357/,The 15-Year Survival Advantage: Immune Resilience as a Salutogenic Force in Healthy Aging.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40105873/,Mitochondrial oxidative stress or decreased autophagy in osteoblast lineage cells is not sufficient to mimic the deleterious effects of aging on bone mechanoresponsiveness.,2025
2,https://pubmed.ncbi.nlm.nih.gov/36061477/,Effects of a Topical Anti-aging Formulation on Skin Aging Biomarkers.,2022
4,https://pubmed.ncbi.nlm.nih.gov/29212073/,"Age-Induced Changes in White, Brite, and Brown Adipose Depots: A Mini-Review.",2018
1,https://pubmed.ncbi.nlm.nih.gov/28432521/,Intermittent food restriction initiated late in life prolongs lifespan and retards the onset of age-related markers in the annual fish Nothobranchius guentheri.,2017
4,https://pubmed.ncbi.nlm.nih.gov/40618933/,Multi-omics strategies to decode the molecular landscape of cellular senescence.,2025
1,https://pubmed.ncbi.nlm.nih.gov/10466351/,[Age-related change in the alpha-tocopherolquinone/alpha-tocopherol ratio in the rat erythrocyte membrane].,1999
1,https://pubmed.ncbi.nlm.nih.gov/37689894/,"Virtual screening, identification, and potential antioxidant mechanism of novel bioactive peptides during aging by a short-chain peptidomics, quantitative structure-activity relationship analysis, and molecular docking.",2023
1,https://pubmed.ncbi.nlm.nih.gov/41019546/,Utilizing nutrition-related biomarkers to develop a nutrition-related aging clock for the chinese demographic.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40808026/,Surface Temperature Assisted State of Charge Estimation for Retired Power Batteries.,2025
3,https://pubmed.ncbi.nlm.nih.gov/24410488/,Partial reversal of skeletal muscle aging by restoration of normal NAD⁺ levels.,2014
4,https://pubmed.ncbi.nlm.nih.gov/34351358/,Applying a Life Course Biological Age Framework to Improving the Care of Individuals With Adult Cancers: Review and Research Recommendations.,2021
4,https://pubmed.ncbi.nlm.nih.gov/40046638/,Profile and clinical significance of SPARCL1 and its prognostic significance in breast cancer.,2025
1,https://pubmed.ncbi.nlm.nih.gov/39607636/,Molecular and Cellular Foundations of Aging of the Brain: Anti-aging Strategies in Alzheimer's Disease.,2024
1,https://pubmed.ncbi.nlm.nih.gov/38575820/,Adsorption properties and mechanism of Cu(II) on virgin and aged microplastics in the aquatic environment.,2024
1,https://pubmed.ncbi.nlm.nih.gov/35954235/,Açaì (,2022
6,https://pubmed.ncbi.nlm.nih.gov/41121355/,Spatiotemporal transcriptomic characteristics of immune and metabolic dysregulation during mouse brain aging.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40119956/,The role of VEGF in vascular dementia: impact of aging and cellular senescence.,2025
5,https://pubmed.ncbi.nlm.nih.gov/40364980/,Measuring Anti-aging Effects in ,2025
6,https://pubmed.ncbi.nlm.nih.gov/34160893/,Circulating miR-19a-3p and miR-19b-3p characterize the human aging process and their isomiRs associate with healthy status at extreme ages.,2021
1,https://pubmed.ncbi.nlm.nih.gov/32320382/,Swimming exercise stimulates IGF1/ PI3K/Akt and AMPK/SIRT1/PGC1α survival signaling to suppress apoptosis and inflammation in aging hippocampus.,2020
4,https://pubmed.ncbi.nlm.nih.gov/24548258/,"In a non-human primate model, aging disrupts the neural control of intestinal smooth muscle contractility in a region-specific manner.",2014
2,https://pubmed.ncbi.nlm.nih.gov/41081995/,POLR3A mutations cause nucleolus abnormalities and aberrant telomerase RNA metabolism in induced pluripotent stem cells from Wiedemann-Rautenstrauch premature aging syndrome patient.,2025
1,https://pubmed.ncbi.nlm.nih.gov/38966558/,Research on the anti-aging mechanisms of ,2024
1,https://pubmed.ncbi.nlm.nih.gov/23866012/,Iron and iron chelators: a review on potential effects on skin aging.,2013
1,https://pubmed.ncbi.nlm.nih.gov/40880343/,Anti-aging effect of low molecular weight recombinant humanized collagen on photo-aging by activating adherence junction signaling pathways.,2025
1,https://pubmed.ncbi.nlm.nih.gov/40089807/,Human Peripheral Blood Leukocyte Transcriptome-Based Aging Clock Reveals Acceleration of Aging by Bacterial or Viral Infections.,2025
1,https://pubmed.ncbi.nlm.nih.gov/39624066/,Mitigating Glycation and Oxidative Stress in Aesthetic Medicine: Hyaluronic Acid and Trehalose Synergy for Anti-AGEs Action in Skin Aging Treatment.,2024
4,https://pubmed.ncbi.nlm.nih.gov/39555093/,Enhanced tumor suppression in colorectal cancer via berberine-loaded PEG-PLGA nanoparticles.,2024
1,https://pubmed.ncbi.nlm.nih.gov/39017748/,Network pharmacology-based approach to investigate the molecular targets and molecular mechanisms of Rosmarinus officinalis L. for treating aging-related disorders.,2024
4,https://pubmed.ncbi.nlm.nih.gov/38658505/,Prognostic significance of a signature based on senescence-related genes in colorectal cancer.,2024
1,https://pubmed.ncbi.nlm.nih.gov/34900130/,Statistical mediation of the relationships between chronological age and lipoproteins by nonessential amino acids in healthy men.,2021
2,https://pubmed.ncbi.nlm.nih.gov/34083635/,Football and team handball training postpone cellular aging in women.,2021
6,https://pubmed.ncbi.nlm.nih.gov/33347074/,Rejuvenation of Aged Human Skin by Injection of Cross-linked Hyaluronic Acid.,2021
8,https://pubmed.ncbi.nlm.nih.gov/29295624/,NAD,2019
5,https://pubmed.ncbi.nlm.nih.gov/28748452/,Single-cell transcriptomics reveals gene signatures and alterations associated with aging in distinct neural stem/progenitor cell subpopulations.,2018
1,https://pubmed.ncbi.nlm.nih.gov/27593289/,Characterization of particulate products for aging of ethylbenzene secondary organic aerosol in the presence of ammonium sulfate seed aerosol.,2016
6,https://pubmed.ncbi.nlm.nih.gov/40935193/,Long-term Omega-3 Polyunsaturated Fatty Acid Supplementation Improves Meningeal Lymphatic Function During Brain Aging in Mice.,2025
7,https://pubmed.ncbi.nlm.nih.gov/40657077/,Phenolic Acids Commonly Found in Natural Products Modulate Protein Aggregation in ,2025
1,https://pubmed.ncbi.nlm.nih.gov/40430309/,Aging and Discoloration of Red Lead (Pb,2025
8,https://pubmed.ncbi.nlm.nih.gov/39528552/,Elucidation of anti-human melanoma and anti-aging mechanisms of compounds from green seaweed Caulerpa racemosa.,2024
6,https://pubmed.ncbi.nlm.nih.gov/21233338/,Flow-mediated vasodilation is impaired in adult rat offspring exposed to prenatal hypoxia.,2011
1,https://pubmed.ncbi.nlm.nih.gov/37827306/,On the correlation between hygroscopic properties and chemical composition of cloud condensation nuclei obtained from the chemical aging of soot particles with O,2024
1,https://pubmed.ncbi.nlm.nih.gov/22701690/,Age-related changes in the retinal pigment epithelium (RPE).,2012
6,https://pubmed.ncbi.nlm.nih.gov/20053962/,"Mechanisms of endothelium-dependent vasodilation in male and female, young and aged offspring born growth restricted.",2010
1,https://pubmed.ncbi.nlm.nih.gov/38795184/,Effects of voluntary and forced physical exercise on the retinal health of aging Wistar rats.,2024
1,https://pubmed.ncbi.nlm.nih.gov/38441012/,Integrated Serum Pharmacochemistry and Network Pharmacological Analysis Used To Explore Possible Anti-Aging Mechanisms of the Ginsenosides.,2024
1,https://pubmed.ncbi.nlm.nih.gov/35360681/,Mechanism of Longevity Extension of ,2022
4,https://pubmed.ncbi.nlm.nih.gov/34375437/,Fisetin for COVID-19 in skilled nursing facilities: Senolytic trials in the COVID era.,2021
10,https://pubmed.ncbi.nlm.nih.gov/39357883/,Comprehensive analysis of aging-related gene expression patterns and identification of potential intervention targets.,2025
10,https://pubmed.ncbi.nlm.nih.gov/38246968/,Association of biological aging with frailty and post-transplant outcomes among adults with cirrhosis.,2024
1,https://pubmed.ncbi.nlm.nih.gov/35631852/,Study on the Aging Mechanism and Microstructure Analysis of Rice-Husk-Ash- and Crumb-Rubber-Powder-Modified Asphalt.,2022
3,https://pubmed.ncbi.nlm.nih.gov/40370748/,Amyloid-beta peptide toxicity in the aged brain is a one-way journey into Alzheimer's disease.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40023426/,Two polysaccharides from Polygonum multiflorum Thunb. exert anti-aging by regulating P53/P21 pathway and amino acid metabolism.,2025
4,https://pubmed.ncbi.nlm.nih.gov/31920356/,"Differential Expression of Human N-Alpha-Acetyltransferase 40 (hNAA40), Nicotinamide Phosphoribosyltransferase (NAMPT) and Sirtuin-1 (SIRT-1) Pathway in Obesity and T2DM: Modulation by Metformin and Macronutrient Intake.",2019
4,https://pubmed.ncbi.nlm.nih.gov/30837710/,Differences in eye movement range based on age and gaze direction.,2019
1,https://pubmed.ncbi.nlm.nih.gov/29775377/,Rate and State Friction Relation for Nanoscale Contacts: Thermally Activated Prandtl-Tomlinson Model with Chemical Aging.,2018
1,https://pubmed.ncbi.nlm.nih.gov/20455567/,Application of chemical and thermal analysis methods for studying cellulose ester plastics.,2010
1,https://pubmed.ncbi.nlm.nih.gov/40563322/,A Hydrolyzed Soybean Protein Enhances Oxidative Stress Resistance in ,2025
1,https://pubmed.ncbi.nlm.nih.gov/39103873/,Ameliorative effects of mesenchymal stromal cells on senescence associated phenotypes in naturally aged rats.,2024
6,https://pubmed.ncbi.nlm.nih.gov/33722199/,Correction for both common and rare cell types in blood is important to identify genes that correlate with age.,2021
4,https://pubmed.ncbi.nlm.nih.gov/32997256/,Age-dependent modulation of bone metabolism in zebrafish scales as new model of male osteoporosis in lower vertebrates.,2021
4,https://pubmed.ncbi.nlm.nih.gov/40801036/,Clinical pregnancy outcomes in young women with diminished ovarian reserve undergoing frozen embryo transfer: a comprehensive analysis with exploratory insights into endometrial aging.,2025
3,https://pubmed.ncbi.nlm.nih.gov/39292659/,"Rationale and protocol for a safety, tolerability and feasibility randomized, parallel arm, double-blind, placebo-controlled, pilot study of a novel ketone ester targeting frailty via immunometabolic geroscience mechanisms.",2024
4,https://pubmed.ncbi.nlm.nih.gov/35836799/,Stress-induced premature senescence is associated with a prolonged QT interval and recapitulates features of cardiac aging.,2022
1,https://pubmed.ncbi.nlm.nih.gov/32717936/,Impact of Laboratory-Accelerated Aging Methods to Study Alkali-Silica Reaction and Reinforcement Corrosion on the Properties of Concrete.,2020
8,https://pubmed.ncbi.nlm.nih.gov/15754961/,[Diabetes mellitus in elderly: geroprotective and antidiabetic properties of delta-sleep induced peptide].,2004
1,https://pubmed.ncbi.nlm.nih.gov/40987600/,Investigating the Accelerated Aging of Water-in-Salt Electrolytes: A Focus on Magnesium Perchlorates via Radiolysis.,2025
1,https://pubmed.ncbi.nlm.nih.gov/39981647/,A Human Embryonic Stem Cell-derived Neural Stem Cell Senescence Model Triggered By Oxidative Stress.,2025
8,https://pubmed.ncbi.nlm.nih.gov/39566863/,Nuezhenide of the fruits of Nuzhenzi (Ligustrum lucidum Ait.) is a functional analog of ghrelin.,2025
9,https://pubmed.ncbi.nlm.nih.gov/36773759/,Transposable elements and their role in aging.,2023
4,https://pubmed.ncbi.nlm.nih.gov/35965600/,A protocol for rapid construction of senescent cells.,2022
1,https://pubmed.ncbi.nlm.nih.gov/27714847/,The Effects of Aging and Sex Steroid Deficiency on the Murine Skeleton Are Independent and Mechanistically Distinct.,2017
2,https://pubmed.ncbi.nlm.nih.gov/25916590/,Models to explore genetics of human aging.,2015
1,https://pubmed.ncbi.nlm.nih.gov/40913411/,Skinspan: A Holistic Roadmap for Extending Skin Longevity With Evidence-Based Interventions.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40665343/,p38 mitogen-activated protein kinase drives senescence in CD4,2025
1,https://pubmed.ncbi.nlm.nih.gov/40278375/,LC-MS/MS-Based Determination and Optimization of Linoleic Acid Oxides in ,2025
4,https://pubmed.ncbi.nlm.nih.gov/40076719/,Progerin mRNA Is Associated with Smoking and Signs of Increased Microvascular Damage in Patients with Diabetic Macular Edema.,2025
3,https://pubmed.ncbi.nlm.nih.gov/38819040/,Age-related driving mechanisms of retinal diseases and neuroprotection by transcription factor EB-targeted therapy.,2025
1,https://pubmed.ncbi.nlm.nih.gov/39162979/,Oxidative stress-induced gene expression changes in prostate epithelial cells in vitro reveal a robust signature of normal prostatic senescence and aging.,2024
1,https://pubmed.ncbi.nlm.nih.gov/35973631/,Dendrobium nobile Lindl. Polysaccharides protect fibroblasts against UVA-induced photoaging via JNK/c-Jun/MMPs pathway.,2022
3,https://pubmed.ncbi.nlm.nih.gov/37961234/,"Rationale and protocol for a safety, tolerability and feasibility randomized, parallel group, double-blind, placebo-controlled, pilot study of a novel ketone ester targeting frailty via immunometabolic geroscience mechanisms.",2023
1,https://pubmed.ncbi.nlm.nih.gov/1651260/,[Aging mechanisms of proteins].,1991
1,https://pubmed.ncbi.nlm.nih.gov/37457030/,Mechanisms underlying the anti-aging activity of bergamot (,2023
2,https://pubmed.ncbi.nlm.nih.gov/38631073/,Leukocyte telomere length in multiple sclerosis: relationship between disability severity and pregnancy history.,2024
1,https://pubmed.ncbi.nlm.nih.gov/41101077/,Bazi Bushen capsule alleviates skin photoaging by targeting the KEAP1-NRF2 pathway.,2025
4,https://pubmed.ncbi.nlm.nih.gov/41079183/,Shared senescence-associated gene networks in PCOS and T2DM: biomarker identification and functional validation.,2025
3,https://pubmed.ncbi.nlm.nih.gov/39209061/,"Breathlessness, Frailty, and Sarcopenia in Older Adults.",2024
1,https://pubmed.ncbi.nlm.nih.gov/35274096/,A Single-Center Study Evaluating the Effects of a Novel Retinol and Cannabidiol Combination Topical on Facial Skin.,2022
1,https://pubmed.ncbi.nlm.nih.gov/29416368/,"Antiaging efficacy of melatonin-based day and night creams: a randomized, split-face, assessor-blinded proof-of-concept trial.",2018
6,https://pubmed.ncbi.nlm.nih.gov/27857051/,Elevation of the ACTH/cortisol ratio in female opioid dependent patients: A biomarker of aging and correlate of metabolic and immune activation.,2016
2,https://pubmed.ncbi.nlm.nih.gov/25416716/,Depressive symptoms and short telomere length are associated with increased mortality in bladder cancer patients.,2015
6,https://pubmed.ncbi.nlm.nih.gov/2102713/,T-cell function in aging: mechanisms of decline.,1990
3,https://pubmed.ncbi.nlm.nih.gov/34823474/,The mtDNA mutation spectrum in the PolG mutator mouse reveals germline and somatic selection.,2021
1,https://pubmed.ncbi.nlm.nih.gov/24556281/,Proteomic analysis of mitochondria from senescent Podospora anserina casts new light on ROS dependent aging mechanisms.,2014
1,https://pubmed.ncbi.nlm.nih.gov/31007971/,A 2-year Double-Blind RCT Follow-up Study with Fermented Papaya Preparation (FPP) Modulating Key Markers in Middle-Age Subjects with Clustered Neurodegenerative Disease-Risk Factors.,2017
4,https://pubmed.ncbi.nlm.nih.gov/31880094/,"1,25-Dihydroxyvitamin D protects against age-related osteoporosis by a novel VDR-Ezh2-p16 signal axis.",2020
3,https://pubmed.ncbi.nlm.nih.gov/30610899/,The age-related changes and differences in energy metabolism and glutamate-glutamine recycling in the d-gal-induced and naturally occurring senescent astrocytes in vitro.,2019
8,https://pubmed.ncbi.nlm.nih.gov/17915019/,"Gene expression profiling of long-lived dwarf mice: longevity-associated genes and relationships with diet, gender and aging.",2007
6,https://pubmed.ncbi.nlm.nih.gov/40323328/,Single-cell transcriptomics of human skin reveals age-associated specificity of distinct cell populations.,2025
1,https://pubmed.ncbi.nlm.nih.gov/32349473/,Re-examining Dust Chemical Aging and Its Impacts on Earth's Climate.,2020
1,https://pubmed.ncbi.nlm.nih.gov/30872984/,Age-Related Hearing Loss Is Accelerated by Repeated Short-Duration Loud Sound Stimulation.,2019
4,https://pubmed.ncbi.nlm.nih.gov/34262589/,Analysis of Age-Related Circular RNA Expression Profiles in Mesenchymal Stem Cells of Rat Bone Marrow.,2021
10,https://pubmed.ncbi.nlm.nih.gov/38634280/,Atherosclerotic Plaque Epigenetic Age Acceleration Predicts a Poor Prognosis and Is Associated With Endothelial-to-Mesenchymal Transition in Humans.,2024
6,https://pubmed.ncbi.nlm.nih.gov/40750489/,The impact of metabolic bariatric surgery on biological markers of aging: a 2-year prospective observational study.,2025
1,https://pubmed.ncbi.nlm.nih.gov/37065700/,Effects of plant age on antioxidant activity and endogenous hormones in Alpine ,2023
6,https://pubmed.ncbi.nlm.nih.gov/39413938/,Taxus chinensis (Pilg.) Rehder fruit attenuates aging behaviors and neuroinflammation by inhibiting microglia activation via TLR4/NF-κB/NLRP3 pathway.,2025
4,https://pubmed.ncbi.nlm.nih.gov/38880400/,Study on the anti-skin aging effect and mechanism of Sijunzi Tang based on network pharmacology and experimental validation.,2024
2,https://www.biorxiv.org/content/10.1101/292722,Small RNA-mediated genomic silencing promotes telomere stability in the absence of telomerase,2018
10,https://www.biorxiv.org/content/10.1101/421834,MOSim: Multi-Omics Simulation in R,2018
1,https://www.biorxiv.org/content/10.1101/469114,Mesoscale correlation structure with single cell resolution during visual coding,2018
6,https://www.biorxiv.org/content/10.1101/469114,Mesoscale correlation structure with single cell resolution during visual coding,2018
6,https://www.biorxiv.org/content/10.1101/412858,Heterogeneity of Sonic Hedgehog Response Dynamics and Fate Specification in Single Neural Progenitors,2018
1,https://www.biorxiv.org/content/10.1101/421834,MOSim: Multi-Omics Simulation in R,2018
4,https://pubmed.ncbi.nlm.nih.gov/33963378/,Senescence mechanisms and targets in the heart.,2022
4,https://pubmed.ncbi.nlm.nih.gov/35012887/,Skin senescence: mechanisms and impact on whole-body aging.,2022
4,https://pubmed.ncbi.nlm.nih.gov/34663974/,The metabolic roots of senescence: mechanisms and opportunities for intervention.,2021
1,https://pubmed.ncbi.nlm.nih.gov/35426152/,Facial skin ageing: Key concepts and overview of processes.,2022
4,https://pubmed.ncbi.nlm.nih.gov/37088073/,Cellular Senescence: Ageing and Androgenetic Alopecia.,2023
4,https://pubmed.ncbi.nlm.nih.gov/34918084/,The role of cellular senescence in female reproductive aging and the potential for senotherapeutic interventions.,2022
4,https://pubmed.ncbi.nlm.nih.gov/24496911/,Bone cell senescence: mechanisms and perspectives.,2014
4,https://pubmed.ncbi.nlm.nih.gov/34944585/,Cellular Senescence: Mechanisms and Therapeutic Potential.,2021
4,https://pubmed.ncbi.nlm.nih.gov/37068872/,Therapy-Induced Tumor Cell Senescence: Mechanisms and Circumvention.,2023
4,https://pubmed.ncbi.nlm.nih.gov/32744147/,"Cellular Senescence: Mechanisms, Morphology, and Mouse Models.",2020
4,https://pubmed.ncbi.nlm.nih.gov/40560245/,Mechanisms of endothelial senescence and vascular aging.,2025
4,https://pubmed.ncbi.nlm.nih.gov/39125960/,Senescence in Adipose-Derived Stem Cells: Biological Mechanisms and Therapeutic Challenges.,2024
4,https://pubmed.ncbi.nlm.nih.gov/39144566/,Emerging Landscape of Mesenchymal Stem Cell Senescence Mechanisms and Implications on Therapeutic Strategies.,2024
4,https://pubmed.ncbi.nlm.nih.gov/38112132/,Mechanisms of Senescence in Cancer: Positive and Negative Aspects of Cancer Cells Senescence.,2023
4,https://pubmed.ncbi.nlm.nih.gov/38831635/,A novel senolytic drug for pulmonary fibrosis: BTSA1 targets apoptosis of senescent myofibroblasts by activating BAX.,2024
2,https://pubmed.ncbi.nlm.nih.gov/39551937/,Cellular senescence: mechanisms and relevance to cancer and aging.,2025
2,https://pubmed.ncbi.nlm.nih.gov/39211801/,Mechanisms and metabolic consequences of adipocyte progenitor replicative senescence.,2024
4,https://pubmed.ncbi.nlm.nih.gov/21210937/,Senescence-associated intrinsic mechanisms of osteoblast dysfunctions.,2011
4,https://pubmed.ncbi.nlm.nih.gov/40692702/,"SenSet, a novel human lung senescence cell gene signature, identifies cell-specific senescence mechanisms.",2024
3,https://pubmed.ncbi.nlm.nih.gov/37739140/,Mitochondria pleiotropism in stem cell senescence: Mechanisms and therapeutic approaches.,2023
4,https://pubmed.ncbi.nlm.nih.gov/40702440/,Comprehensive analysis of keloid super-enhancer networks reveals FOXP1-mediated anti-senescence mechanisms in fibrosis.,2025
4,https://pubmed.ncbi.nlm.nih.gov/32528294/,Pro-Senescence and Anti-Senescence Mechanisms of Cardiovascular Aging: Cardiac MicroRNA Regulation of Longevity Drug-Induced Autophagy.,2020
4,https://pubmed.ncbi.nlm.nih.gov/39507236/,The role of high mobility group proteins in cellular senescence mechanisms.,2024
1,https://pubmed.ncbi.nlm.nih.gov/39595537/,Cellular Senescence: A Bridge Between Diabetes and Microangiopathy.,2024
2,https://pubmed.ncbi.nlm.nih.gov/22363855/,Nevus senescence.,2011
1,https://pubmed.ncbi.nlm.nih.gov/39726786/,Revealing the secrets of Blue Zones.,2024
3,https://pubmed.ncbi.nlm.nih.gov/37437976/,Mitochondria-associated cellular senescence mechanisms: Biochemical and pharmacological perspectives.,2023
4,https://pubmed.ncbi.nlm.nih.gov/1422890/,Immune senescence: mechanisms and clinical implications.,1992
2,https://pubmed.ncbi.nlm.nih.gov/24345469/,In vitro lifespan and senescence mechanisms of human nucleus pulposus chondrocytes.,2014
4,https://pubmed.ncbi.nlm.nih.gov/25476190/,"Modulators of cellular senescence: mechanisms, promises, and challenges from in vitro studies with dietary bioactive compounds.",2014
2,https://pubmed.ncbi.nlm.nih.gov/37503286/,Distinct senescence mechanisms restrain progression of dysplastic nevi.,2023
4,https://pubmed.ncbi.nlm.nih.gov/39185948/,TRPM7 controls skin keratinocyte senescence by targeting intracellular calcium signaling.,2024
4,https://pubmed.ncbi.nlm.nih.gov/39489352/,Garcinia flavonoids for healthy aging: Anti-senescence mechanisms and cosmeceutical applications in skin care.,2025
4,https://pubmed.ncbi.nlm.nih.gov/40236982/,Advances in the study of senescence mechanisms in the genus ,2025
4,https://pubmed.ncbi.nlm.nih.gov/33884316/,"Ageing, cellular senescence and the impact of diet: an overview.",2021
4,https://pubmed.ncbi.nlm.nih.gov/40768641/,"Tissue Fibrosis Decoded via Cellular Senescence: Mechanisms, Treatments, and Emerging Technologies.",2025
2,https://pubmed.ncbi.nlm.nih.gov/39836268/,Aging and tumors: a dynamic interaction.,2025
3,https://pubmed.ncbi.nlm.nih.gov/40943559/,Connections Between Cellular Senescence and Alzheimer's Disease-A Narrative Review.,2025
2,https://pubmed.ncbi.nlm.nih.gov/38371417/,Distinct senescence mechanisms restrain progression of dysplastic nevi.,2024
4,https://pubmed.ncbi.nlm.nih.gov/38729991/,Prototyping an Ontological Framework for Cellular Senescence Mechanisms: A Homeostasis Imbalance Perspective.,2024
4,https://pubmed.ncbi.nlm.nih.gov/40584008/,"Cellular senescence, neuroinflammation, and microRNAs: Possible interactions driving aging and neurodegeneration in the hippocampal neurogenic niche.",2025
4,https://pubmed.ncbi.nlm.nih.gov/37741607/,"Microenvironment in acute myeloid leukemia: focus on senescence mechanisms, therapeutic interactions, and future directions.",2024
2,https://pubmed.ncbi.nlm.nih.gov/15821417/,Molecular events in kidney ageing.,2005
4,https://pubmed.ncbi.nlm.nih.gov/40153587/,Towards Precision Aging Biology: Single-Cell Multi-Omics and Advanced AI-Driven Strategies.,2025
2,https://pubmed.ncbi.nlm.nih.gov/9284959/,"Telomeres, senescence and cellular radiation response.",1997
